"","Date","RegionName","InventorySeasonallyAdjusted_AllHomes","InventoryRaw_AllHomes","MedianListingPricePerSqft_1Bedroom","MedianListingPricePerSqft_2Bedroom","MedianListingPricePerSqft_3Bedroom","MedianListingPricePerSqft_4Bedroom","MedianListingPricePerSqft_5BedroomOrMore","MedianListingPricePerSqft_AllHomes","MedianListingPricePerSqft_CondoCoop","MedianListingPricePerSqft_DuplexTriplex","MedianListingPricePerSqft_SingleFamilyResidence","MedianListingPrice_1Bedroom","MedianListingPrice_2Bedroom","MedianListingPrice_3Bedroom","MedianListingPrice_4Bedroom","MedianListingPrice_5BedroomOrMore","MedianListingPrice_AllHomes","MedianListingPrice_CondoCoop","MedianListingPrice_DuplexTriplex","MedianListingPrice_SingleFamilyResidence","MedianPctOfPriceReduction_AllHomes","MedianPctOfPriceReduction_CondoCoop","MedianPctOfPriceReduction_SingleFamilyResidence","MedianPriceCutDollar_AllHomes","MedianPriceCutDollar_CondoCoop","MedianPriceCutDollar_SingleFamilyResidence","MedianRentalPricePerSqft_1Bedroom","MedianRentalPricePerSqft_2Bedroom","MedianRentalPricePerSqft_3Bedroom","MedianRentalPricePerSqft_4Bedroom","MedianRentalPricePerSqft_5BedroomOrMore","MedianRentalPricePerSqft_AllHomes","MedianRentalPricePerSqft_CondoCoop","MedianRentalPricePerSqft_DuplexTriplex","MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits","MedianRentalPricePerSqft_SingleFamilyResidence","MedianRentalPricePerSqft_Studio","MedianRentalPrice_1Bedroom","MedianRentalPrice_2Bedroom","MedianRentalPrice_3Bedroom","MedianRentalPrice_4Bedroom","MedianRentalPrice_5BedroomOrMore","MedianRentalPrice_AllHomes","MedianRentalPrice_CondoCoop","MedianRentalPrice_DuplexTriplex","MedianRentalPrice_MultiFamilyResidence5PlusUnits","MedianRentalPrice_SingleFamilyResidence","MedianRentalPrice_Studio","ZHVIPerSqft_AllHomes","PctOfHomesDecreasingInValues_AllHomes","PctOfHomesIncreasingInValues_AllHomes","PctOfHomesSellingForGain_AllHomes","PctOfHomesSellingForLoss_AllHomes","PctOfListingsWithPriceReductionsSeasAdj_AllHomes","PctOfListingsWithPriceReductionsSeasAdj_CondoCoop","PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence","PctOfListingsWithPriceReductions_AllHomes","PctOfListingsWithPriceReductions_CondoCoop","PctOfListingsWithPriceReductions_SingleFamilyResidence","PriceToRentRatio_AllHomes","Sale_Counts","Sale_Counts_Seas_Adj","Sale_Prices","ZHVI_1bedroom","ZHVI_2bedroom","ZHVI_3bedroom","ZHVI_4bedroom","ZHVI_5BedroomOrMore","ZHVI_AllHomes","ZHVI_BottomTier","ZHVI_CondoCoop","ZHVI_MiddleTier","ZHVI_SingleFamilyResidence","ZHVI_TopTier","ZRI_AllHomes","ZRI_AllHomesPlusMultifamily","ZriPerSqft_AllHomes","Zri_MultiFamilyResidenceRental","Zri_SingleFamilyResidenceRental"
"3332",2014-09-30,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408500,452800,417600,465600,555100,430500,298100,444000,430500,418600,733100,NA,NA,NA,NA,NA
"3333",2014-09-30,"dallasdallastx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321900,722600,108000,49400,109000,108000,NA,352100,NA,NA,NA,NA,NA
"3334",2014-09-30,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174900,253900,298800,421000,616900,278700,161200,211700,278700,304000,513100,NA,NA,NA,NA,NA
"3335",2014-09-30,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40200,32000,33900,39500,57900,34500,28800,54500,34500,34600,50400,NA,NA,NA,NA,NA
"3336",2014-09-30,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113300,152700,241900,332000,159600,105400,139700,159600,163600,279400,NA,NA,NA,NA,NA
"3337",2014-09-30,"houstonharristx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338",2014-09-30,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367500,438200,489400,642000,1170300,510800,344500,427800,510800,541900,1043800,NA,NA,NA,NA,NA
"3339",2014-09-30,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130600,175600,211300,256000,353900,193900,121000,172300,193900,199100,337400,NA,NA,NA,NA,NA
"3340",2014-09-30,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656000,600800,434000,557200,759900,519800,292500,605500,519800,460300,1053000,NA,NA,NA,NA,NA
"3341",2014-09-30,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254400,139400,90100,150700,263900,114900,54300,97200,114900,174400,222500,NA,NA,NA,NA,NA
"3342",2014-09-30,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136800,175400,284600,467600,187300,114100,NA,187300,193400,351100,NA,NA,NA,NA,NA
"3343",2014-09-30,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245300,382100,490300,622600,820500,481500,316800,360100,481500,547100,782600,NA,NA,NA,NA,NA
"3344",2014-09-30,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283600,399900,498600,608500,677100,453100,294400,337600,453100,505000,727200,NA,NA,NA,NA,NA
"3345",2014-09-30,"washingtondistrict_of_columbiadc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358800,469900,471700,721400,1296800,459800,250500,453900,459800,480500,841400,NA,NA,NA,NA,NA
"3346",2014-10-31,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142800,152700,101000,391800,923200,155100,NA,171500,155100,118500,507000,NA,NA,NA,NA,NA
"3347",2014-10-31,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247500,369500,NA,255300,159600,NA,255300,267900,466500,NA,NA,NA,NA,NA
"3348",2014-10-31,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411500,456600,419600,470500,557300,433400,300500,447700,433400,420600,739200,NA,NA,NA,NA,NA
"3349",2014-10-31,"dallasdallastx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323700,725200,108800,49800,110600,108800,NA,354700,NA,NA,NA,NA,NA
"3350",2014-10-31,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176600,258300,303000,425900,624900,282500,164200,214100,282500,308300,519900,NA,NA,NA,NA,NA
"3351",2014-10-31,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40900,32200,34000,39400,58100,34700,29100,56400,34700,34700,51500,NA,NA,NA,NA,NA
"3352",2014-10-31,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113400,153200,241900,333000,159900,104900,139800,159900,164500,279500,NA,NA,NA,NA,NA
"3353",2014-10-31,"houstonharristx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3354",2014-10-31,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370300,440600,490900,644600,1174800,513500,346300,430900,513500,545000,1054800,NA,NA,NA,NA,NA
"3355",2014-10-31,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130700,176000,212400,257400,355400,194800,121600,174200,194800,199900,338300,NA,NA,NA,NA,NA
"3356",2014-10-31,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662700,603600,436000,560100,763400,521300,294800,607300,521300,462400,1064300,NA,NA,NA,NA,NA
"3357",2014-10-31,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254100,139300,89900,150000,265500,115100,54500,97200,115100,174200,222400,NA,NA,NA,NA,NA
"3358",2014-10-31,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137100,175700,285900,467000,187700,114200,NA,187700,194100,352900,NA,NA,NA,NA,NA
"3359",2014-10-31,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245800,383000,490900,623900,819800,482200,318000,362200,482200,547500,784800,NA,NA,NA,NA,NA
"3360",2014-10-31,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285400,401000,503200,613600,683300,455500,295200,340100,455500,509100,727500,NA,NA,NA,NA,NA
"3361",2014-10-31,"washingtondistrict_of_columbiadc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358700,472800,474800,723200,1303100,461700,251500,455900,461700,482000,843700,NA,NA,NA,NA,NA
"3362",2014-11-30,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144500,154400,101400,395700,928400,156700,NA,172700,156700,118900,510600,NA,NA,NA,NA,NA
"3363",2014-11-30,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249700,370400,NA,257100,160700,NA,257100,268800,470000,NA,NA,NA,NA,NA
"3364",2014-11-30,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414300,460800,422800,476100,560400,437000,303100,452400,437000,423700,744400,NA,NA,NA,NA,NA
"3365",2014-11-30,"dallasdallastx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326200,726100,109800,50400,112500,109800,NA,357500,NA,NA,NA,NA,NA
"3366",2014-11-30,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178600,262100,306600,430800,631100,286100,167100,216300,286100,311900,526200,NA,NA,NA,NA,NA
"3367",2014-11-30,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500,32300,33900,39400,58300,35000,29600,57500,35000,34700,52400,NA,NA,NA,NA,NA
"3368",2014-11-30,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113900,154200,242500,334800,161100,105000,140400,161100,166000,280400,NA,NA,NA,NA,NA
"3369",2014-11-30,"houstonharristx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370",2014-11-30,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372500,442500,491700,647000,1185600,515500,347500,433400,515500,547600,1062100,NA,NA,NA,NA,NA
"3371",2014-11-30,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131000,176100,213300,258000,356800,195900,122300,175900,195900,200800,339600,NA,NA,NA,NA,NA
"3372",2014-11-30,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667700,605800,437300,561700,765900,523100,295800,609400,523100,462900,1076600,NA,NA,NA,NA,NA
"3373",2014-11-30,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253600,139200,89800,149500,267000,115200,54700,96900,115200,173700,222800,NA,NA,NA,NA,NA
"3374",2014-11-30,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137300,175900,287200,468600,188100,114500,NA,188100,195200,354200,NA,NA,NA,NA,NA
"3375",2014-11-30,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246800,382600,491100,625900,819400,483200,319200,363800,483200,548000,787300,NA,NA,NA,NA,NA
"3376",2014-11-30,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289400,402500,505800,616700,686800,457400,297900,342800,457400,511100,727700,NA,NA,NA,NA,NA
"3377",2014-11-30,"washingtondistrict_of_columbiadc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359100,476200,478300,723400,1313500,463300,253200,457900,463300,484200,846500,NA,NA,NA,NA,NA
"3378",2014-12-31,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146100,156000,102100,399100,938300,158200,NA,175000,158200,119400,513500,NA,NA,NA,NA,NA
"3379",2014-12-31,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251800,371400,NA,259100,161600,NA,259100,270100,474000,NA,NA,NA,NA,NA
